rank,candidate_id,genome_hash,oos_sharpe_net,pbo,oos_cagr_net,max_drawdown_net,dsr,stress_passed,stress_total,gates_passed,turnover_annual,capacity_usd,created_at
197,cand_99d5b27e3ee0,sha256:35a596dadc2667cf,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:36Z
198,cand_f092cc79d6c9,sha256:3662ff8baea69727,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:56Z
199,cand_1f8cdc7712fd,sha256:36b898d438b6f533,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:13Z
200,cand_ea33691c4734,sha256:3778963fa1e71b41,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:00Z
201,cand_17d35a57f6ab,sha256:37dc1a41f2126be6,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:08Z
202,cand_4baa627fd0e7,sha256:37e5e54de0b380c0,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:35Z
203,cand_2615b506352b,sha256:38058bdd556cfa89,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:11Z
204,cand_8b15c50cf096,sha256:380be3800e9bb600,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:42Z
205,cand_9c5b62cf964e,sha256:3821d7cdfc75d297,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:36Z
206,cand_db10c7261e60,sha256:38438c0b79e4ea38,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:06Z
207,cand_5b2f5b790d77,sha256:387e3bcbed9af2da,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:28Z
208,cand_db2374a46b71,sha256:38e0fa0162cfd4b4,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:31Z
209,cand_be08438050f2,sha256:38ff93b0c1f416a5,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:46Z
210,cand_7d7c5679fcd5,sha256:39021a421c3db38f,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:48Z
211,cand_d1a93b0c71d1,sha256:394c593898b3f2d3,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:46Z
212,cand_9ecf7ca71843,sha256:395f8fedc786f9f0,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:23Z
213,cand_d67b892cf613,sha256:3975542e7055cdba,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:21Z
214,cand_c42733ae28c2,sha256:398da7d79c606424,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:21Z
215,cand_e3230d2a9b70,sha256:39946734db275bb7,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:34Z
216,cand_40c8391171d1,sha256:39ae8461df03b454,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:14Z
217,cand_22aa1aee2254,sha256:3a15b3ebdfb06141,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:15Z
218,cand_d8f72601183e,sha256:3a2b0c13fb61381b,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:48Z
219,cand_00ca3a6b7b44,sha256:3a3f620946e64d8e,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:47Z
220,cand_46a275f36b51,sha256:3a9290e1a796abdf,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:52Z
221,cand_b09d6debbcad,sha256:3ae857104a66991e,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:08Z
222,cand_ce88cede3fb9,sha256:3b078202cb6261e3,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:54Z
223,cand_d58878946f4e,sha256:3b85886e39ee3210,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:15Z
224,cand_1c54195f0e1b,sha256:3bcb7c951f582504,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:16Z
225,cand_f5b20cbb52bc,sha256:3c4790c0eda3de6c,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:29Z
226,cand_55354fe839da,sha256:3cd3779cb7bca7c7,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:59Z
227,cand_a6990758d840,sha256:3d0f34b7887ce1f3,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:59Z
228,cand_9534995f63c6,sha256:3d163a943135fa7d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:13Z
229,cand_abe58900956b,sha256:3d37fbdcf454fed5,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:20Z
230,cand_08ff7c83df22,sha256:3d7ff35fdc9b622e,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:30Z
231,cand_14f41d6a4484,sha256:3d8db3f01ddd04e9,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:56Z
232,cand_9c0c1afc0dfd,sha256:3deb6ff8871e5689,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:50Z
233,cand_4901f9e48832,sha256:3ebe920ccece1ea2,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:31Z
234,cand_3e8acea7b01f,sha256:3f0824a59635bdb6,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:54Z
235,cand_012fc78f6254,sha256:3f25cb411c565538,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:47Z
236,cand_affe4807b9ac,sha256:3f3b3300bb620fed,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:54Z
237,cand_9dc7f06ebfaf,sha256:3f557f583a2faa81,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:29Z
238,cand_c4aff837d760,sha256:401702109c79adc5,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:17Z
239,cand_f853d08f202e,sha256:4047055a92b88e37,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:09Z
240,cand_3daad608f242,sha256:409baa1b5a8e5532,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:17Z
241,cand_aca8ad963319,sha256:41392e9a74742a91,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:50Z
242,cand_84e50cbebf8d,sha256:4194fba801ee5c35,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:02Z
243,cand_2bbf206a54a1,sha256:41ff9f76654a08b4,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:23Z
244,cand_815f36cce25b,sha256:421058edc2bf91bb,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:55Z
245,cand_425b90002391,sha256:422554adfb66e8b6,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:10Z
246,cand_a52a73d79627,sha256:426a34e3e4172ea2,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:22Z
247,cand_ff8e66a157b3,sha256:426a5be275fb2ad8,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:53Z
248,cand_cc596177c3fa,sha256:42a7207d03873235,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:48Z
249,cand_4094632142d4,sha256:42a9815b2820f14e,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:47Z
250,cand_14eb4b055c1f,sha256:42d0f882f37f14a0,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:32Z
251,cand_40651977c9bf,sha256:42f7fab40c1e5614,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:27Z
252,cand_771227369ebc,sha256:432363744fa82c32,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:33Z
253,cand_0a16caaa3648,sha256:43a3056747f61120,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:12Z
254,cand_1d550720e7fd,sha256:43b666cdf2472069,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:29Z
255,cand_a40705f333d4,sha256:440010358a458470,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:38Z
256,cand_d4c3389fbbea,sha256:440db61bbe4fc805,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:02Z
257,cand_dafabdae5c29,sha256:454725424305ed7d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:05Z
258,cand_e15273ea41e2,sha256:4571beb66b6bf0ea,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:19Z
259,cand_2fedd7906adc,sha256:4608f363481dc2a4,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:49Z
260,cand_70919e887ad9,sha256:461b415d502eefb2,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:21Z
261,cand_4ed0629590dc,sha256:4664a682ebabfb47,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:59Z
262,cand_a8bc9dbc779e,sha256:4685616b8af42bee,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:37Z
263,cand_5e02be8575af,sha256:46bd7779838d8456,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:12Z
264,cand_836cae4e52bb,sha256:46df898d2028fe60,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:39Z
265,cand_c69549c4a86d,sha256:472fdf4e090ce182,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:26Z
266,cand_a1689c00ffce,sha256:4743efdd2399bda7,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:13Z
267,cand_11dedfe1dfd7,sha256:47793037c53bfbbc,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:20Z
268,cand_a523219643f9,sha256:48283124727f5011,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:51Z
269,cand_fdc978d53916,sha256:482a7a485f25889d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:28Z
270,cand_e555f90f0825,sha256:48a2a2455cae4329,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:19Z
271,cand_db309257f05a,sha256:48b5934ebced35c5,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:14Z
272,cand_8358bdada578,sha256:48ee4deff383a705,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:00Z
273,cand_78776deea345,sha256:49024cdc3e535fb2,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:56Z
274,cand_ea00515d7276,sha256:4940df897ee54e8f,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:18Z
275,cand_67cfa3ddf03d,sha256:497968ec8f63e866,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:14Z
276,cand_8b93f52ba008,sha256:498aa72bfb2390eb,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:14Z
277,cand_fcfeca933afb,sha256:49a775599616c61e,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:20Z
278,cand_ff5dd6c38a57,sha256:49e2b591fef57c90,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:25Z
279,cand_d6ce36368656,sha256:4a014d52ad0f35d0,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:19Z
280,cand_0e738ee21355,sha256:4a2ea8f498204f0d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:23Z
281,cand_0085996a2a5d,sha256:4a53249e1dba431e,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:02Z
282,cand_88d2d0b91de8,sha256:4a6ec3f5e4fac91a,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:45Z
283,cand_7cc553f9baad,sha256:4b5c356a56604da9,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:24Z
284,cand_ef5c2d4a7d90,sha256:4b8239a09575dfda,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:58Z
285,cand_ede8f225417b,sha256:4bf6a995075d8d54,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:55Z
286,cand_5efad5620a11,sha256:4c1bbd176590609c,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:47Z
287,cand_6f65565e23ed,sha256:4c548ca179216e1c,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:45Z
288,cand_4cb92c622049,sha256:4c589ac18fe24696,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:49Z
289,cand_fe2a1e525edb,sha256:4c66cc73f9c3b0fe,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:36Z
290,cand_900d65da91ea,sha256:4d1c9090066a1706,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:10Z
291,cand_a98ffd955e3b,sha256:4d84ddf17879e37b,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:20Z
292,cand_96c2e6bdf383,sha256:4d9778668c5f38ee,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:54Z
293,cand_2230c244b32f,sha256:4debc0137d43f3bf,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:32Z
294,cand_556ae2728321,sha256:4df635789a4fdff0,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:12Z
295,cand_ebf632b46d6e,sha256:4e05b1a5dd007509,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:13Z
296,cand_bcabad6c3eec,sha256:4e0b485884dce943,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:11Z
297,cand_59c328aabd48,sha256:4eb3c06f2d512c1b,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:33Z
298,cand_3d163981d0b9,sha256:4ec8ee40a1b86575,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:01Z
299,cand_eb702bd21fb6,sha256:4ee64ac40d468556,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:45Z
300,cand_95ff7080935b,sha256:4eeae9dceea333bd,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:46Z
301,cand_1644de17ee0e,sha256:4eedb3bcbeb3ff5c,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:22Z
302,cand_012be78ff34b,sha256:50021f1387c0829e,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:24Z
303,cand_5e2ab49f208c,sha256:505697b9b204106e,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:49Z
304,cand_ffc9b93c98cc,sha256:50bde0532a58ddce,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:51Z
305,cand_3a6717595275,sha256:51a552ee4fd87687,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:16Z
306,cand_78dfe403db52,sha256:51d9edcfdffc7201,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:44Z
307,cand_0369c2ab50f0,sha256:51f5895587814424,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:31Z
308,cand_e257a89d03a4,sha256:521dca6f09161814,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:09Z
309,cand_3046417150a4,sha256:5236ab08bbe7fb6d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:30Z
310,cand_6f2d4b4197db,sha256:524f686eec381e46,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:33Z
311,cand_b4f76eef4064,sha256:526fd3fca9ecca14,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:53Z
312,cand_a3770f84fe73,sha256:52f29643a2e1d2e9,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:02Z
313,cand_7b32a9642f4c,sha256:52fb95e9721ce23d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:52Z
314,cand_28d67c32275d,sha256:5300bb42968897f6,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:02Z
315,cand_6d2a0ad8f332,sha256:53402946e3c8098b,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:49Z
316,cand_8a0f9f6381f4,sha256:5377375b1179fac2,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:54Z
317,cand_0861469c0c03,sha256:5456200c33c9a769,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:09Z
318,cand_5bd2e0051972,sha256:553bd1df3cfaf6bb,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:56Z
319,cand_4e26f86046ec,sha256:554a5313191a0dc3,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:34Z
320,cand_1f66060821fd,sha256:5591aa125574cc18,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:03Z
321,cand_335f8b4b5b3d,sha256:559c49497e0531d6,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:27Z
322,cand_127214fd9566,sha256:55b3089ee360f4f7,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:19Z
323,cand_55bb9a7890e5,sha256:55bfbd0ce752c91e,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:33Z
324,cand_8c44480f003a,sha256:56148801ae0f98f0,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:24Z
325,cand_e35cb295520a,sha256:562a29721980195e,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:03Z
326,cand_6aa6839e4af9,sha256:563322e3c89fd430,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:08Z
327,cand_43b292b59bc8,sha256:56fb5670003890a0,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:10Z
328,cand_22f6f7355d27,sha256:5780258d6caf4753,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:52Z
329,cand_255261fb6430,sha256:57f4b7d0ae8f8a25,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:21Z
330,cand_fd0d50fee6b2,sha256:58144170390af865,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:20Z
331,cand_b3bc4488ed9d,sha256:58608b33cbef0932,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:19Z
332,cand_8627c3785781,sha256:58941895c4e3d348,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:31Z
333,cand_143bc93606c1,sha256:589ba2970a5d8e2e,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:35Z
334,cand_ca14b7e7ff96,sha256:58ca91865e28c142,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:45Z
335,cand_5802e547568e,sha256:58fecdca092dc79a,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:24Z
336,cand_8e1c44b09d51,sha256:592e4f38f7fecfdf,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:27Z
337,cand_3950b36d5b55,sha256:5934f23d4812462b,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:30Z
338,cand_6867f7838329,sha256:598b9579380974c9,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:47Z
339,cand_985049b1651c,sha256:5990d8933ebf462b,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:29Z
340,cand_e2e8536f76bf,sha256:59b04d6d788c478f,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:47Z
341,cand_299d1bc8105d,sha256:5a018dba3d10d8ac,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:47Z
342,cand_628d96304160,sha256:5a2e72d9fe962741,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:58Z
343,cand_cd56550877d7,sha256:5a72f57575491b7b,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:44Z
344,cand_d53e3f7c78c3,sha256:5a9ede618e7bc62c,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:54Z
345,cand_ed6914322b61,sha256:5af854cfbd0f334f,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:37Z
346,cand_bd345308f293,sha256:5b16ae4fbec6d3c0,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:30Z
347,cand_cd9b33ea14f7,sha256:5bc64ba99ea45314,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:36Z
348,cand_48a8e913d395,sha256:5befa633e4efec84,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:52Z
349,cand_1b1d1635d093,sha256:5c8b1c0f219b9b6a,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:39Z
350,cand_200e75fa9dd9,sha256:5ce82275bc73e3ab,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:12Z
351,cand_a5ce6224430b,sha256:5d09143c0b6b6b54,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:02Z
352,cand_26ed3646b620,sha256:5d1776447b765861,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:57Z
353,cand_b2ea13c904cd,sha256:5d5ec2daddf33d33,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:16Z
354,cand_237897908a9b,sha256:5d844c7e4bb29668,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:21Z
355,cand_67dccc5f966b,sha256:5e49f4928496698f,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:37Z
356,cand_e2a7af02d404,sha256:5e66f83da76cc529,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:05Z
357,cand_33ea0859a2c7,sha256:5e889a15056ef08d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:21Z
358,cand_7b6dc4372754,sha256:5ec39903f7867459,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:25Z
359,cand_1439238826f6,sha256:5eefa8c8fe90f470,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:44Z
360,cand_3f0665c04d71,sha256:5f33a008029e214b,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:24Z
361,cand_ddae179498bd,sha256:5f550e6cba0edd3a,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:04Z
362,cand_18fb10d397e5,sha256:5fbc8d88738e1939,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:51Z
363,cand_7eeedd828742,sha256:5fd09b543f55ee19,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:26Z
364,cand_f30b08c90d5c,sha256:602c8925b4f7f86e,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:28Z
365,cand_7209db5e799e,sha256:60ac514a62e3d3b3,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:22Z
366,cand_a85661407e52,sha256:60baf5f1949d1c8e,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:06Z
367,cand_491e5493051f,sha256:60c0ca94754f5087,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:54Z
368,cand_ce08d238ffc0,sha256:60e46a1d5480175a,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:51Z
369,cand_eadabd6948b1,sha256:60e6985fa9ed9fbb,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:48Z
370,cand_6f6b5c61150a,sha256:610393d68bfc0db5,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:11Z
371,cand_5b5ba4a27272,sha256:616fce5bbd9664f6,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:08Z
372,cand_b4714ffc186d,sha256:6176ddc6b48c21d1,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:06Z
373,cand_334e8d8e6a1f,sha256:61e527e044dce2fe,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:22Z
374,cand_b950a01457ac,sha256:62c3353f62c2c763,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:06Z
375,cand_39cad96a66ba,sha256:632f6ba0c360ed2f,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:44Z
376,cand_5f073e49a585,sha256:636cad567b586a7e,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:04Z
377,cand_576cf3f1070b,sha256:642953aaa0b04f76,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:29Z
378,cand_f33bb8c62bb1,sha256:642fa45abe2618ce,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:01Z
379,cand_4d1155cbc372,sha256:64591ff48e84ce78,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:04Z
380,cand_c84312eae757,sha256:652cbdcebafd4961,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:21Z
381,cand_6b48465aaacb,sha256:6551d3b7c28eaf17,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:54Z
382,cand_052da1dcdf81,sha256:65c2cd78aa643529,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:33Z
383,cand_a48c1e32a9c4,sha256:65cb6c49196504fe,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:56Z
384,cand_11e992b39f48,sha256:65eb1ada4fe04724,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:45Z
385,cand_179c59520c25,sha256:66574bc35b28491c,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:59Z
386,cand_78a65bb6738b,sha256:665c5e6e7200fa23,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:37Z
387,cand_66c745c963bb,sha256:668a6ce4c0efa368,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:24Z
388,cand_27116b2f3924,sha256:672f6d2bdee469fa,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:23Z
389,cand_71b4edc66a90,sha256:67b1c90e62f867d3,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:50Z
390,cand_404e133adfa0,sha256:6858f0286b3d372a,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:29Z
391,cand_d34834aac42b,sha256:68612c5fe83a24c3,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:34Z
392,cand_70d5e696b345,sha256:68ab2043c7897558,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:40Z
393,cand_848b77a31e18,sha256:68db78cdd98c02a5,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:53Z
394,cand_5d351e555ee3,sha256:690a1dd1d69e7410,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:07Z
